编号,厂家,名字,编码,类型,分类,药店,市场价,销售价
3495,中国大冢制药有限公司,美开朗滴眼液(码）5ml,2017070000000 ,0,456,华联连锁药店,34.2,28.5
3494,参天制药（中国）有限公司,氟美童眼液(禁退)0.1%*5ml,2017070000000 ,0,456,华联连锁药店,26.4,22
3493,杭州国光药业有限公司,氨碘肽滴眼液5ml,6908630000000 ,0,456,华联连锁药店,11.76,9.8
3492,江西珍视明药业有限公司,1#复方尿维氨滴眼液10ml,6927370000000 ,0,456,华联连锁药店,28.8,24
3491,湖北远大天天明制药有限公司,吡诺克辛钠滴眼液（白内停）15ml,6901590000000 ,0,251,华联连锁药店,9,7.5
3490,参天制药（中国）有限公司,氟美童眼液(禁退)5ml*0.02%,2017070000000 ,0,456,华联连锁药店,22.2,18.5
3489,参天制药（中国）有限公司,卡林优滴眼液(禁退)5ml,2017070000000 ,0,456,华联连锁药店,13.2,11
3488,江西珍视明药业有限公司,1#珍视亮(萘敏维滴眼液)10ML,6927370000000 ,0,301,华联连锁药店,18,15
3487,参天制药（中国）有限公司,爱丽(玻璃酸钠滴眼液)5ml,2017070000000 ,0,456,华联连锁药店,33.6,28
3486,上海上药信谊药厂有限公司,硫酸沙丁胺醇气雾剂200揿,2017070000000 ,0,458,华联连锁药店,45.6,38
3485,山东京卫制药有限公司,丙酸倍氯米松鼻气雾剂50μg/揿*200揿,6921670000000 ,0,305,华联连锁药店,78,65
3484,正大天晴药业集团股份有限公司,噻托溴铵粉雾剂（禁退）30粒*18μg,6922100000000 ,0,458,华联连锁药店,237.6,198
3483,广东同德药业有限公司,H2硝酸益康唑喷雾剂45克*1%,6920790000000 ,0,32,华联连锁药店,36,30
3482,广东彼迪药业有限公司,H2盐酸特比萘芬喷雾剂15ml:0.15g,6926950000000 ,0,32,华联连锁药店,28.8,24
3481,江西珍视明药业有限公司,1#口腔炎喷雾剂10ml,6927370000000 ,0,16,华联连锁药店,30,25
3480,厦门美商医药有限公司,盐酸特比萘芬喷雾剂60ml,6922410000000 ,0,32,华联连锁药店,57.6,48
3479,深圳大佛药业股份有限公司,达芬霖喷剂5ml:1.25mg,6911050000000 ,0,305,华联连锁药店,13.2,11
3478,吉林晶珠药业有限公司,1#孚舒达0.5克*8粒,6947180000000 ,0,313,华联连锁药店,39.6,33
3477,江西九华药业有限公司,1#复方小儿退热栓1.0g*4粒,6923700000000 ,0,30,华联连锁药店,22.8,19
3476,湖南华纳大药厂股份有限公司,1#克霉唑阴道片500mg*4片,6927760000000 ,0,313,华联连锁药店,62.4,52
3475,湖北四环制药有限公司,1#聚甲酚磺醛阴道栓90mg*6粒,6931950000000 ,0,463,华联连锁药店,42,35
3474,西安杨森制药有限公司,太宁栓12枚,6922150000000 ,0,2,华联连锁药店,38.4,32
3473,西安杨森制药有限公司,太宁栓3.4g*6枚,6922150000000 ,0,2,华联连锁药店,18.6,15.5
3472,上海现代制药股份有限公司,对乙酰氨基酚栓10粒,6943030000000 ,0,30,华联连锁药店,2.4,2
3471,海南海神同洲制药有限公司,环吡酮胺乳膏15克/支/盒（10g:0.1g）,6934400000000 ,0,33,华联连锁药店,31.2,26
3470,福元药业股份有限公司,阿昔洛韦乳膏（10g:0.3g）,6928620000000 ,0,5,华联连锁药店,2.4,2
3469,浙江万晟药业有限公司,他克莫司软膏10克（0.1%）,6932900000000 ,0,467,华联连锁药店,126,105
3468,浙江万晟药业有限公司,他克莫司软膏10克（0.03%）,6932900000000 ,0,467,华联连锁药店,108,90
3467,河南羚锐生物药业有限公司,糠酸莫米松乳膏20克/支*0.1%,6934270000000 ,0,31,华联连锁药店,44.4,37
3466,浙江仙琚制药股份有限公司,H1丁酸氢化可的松乳膏20克（0.1％）,6923700000000 ,0,31,华联连锁药店,34.8,29
3465,重庆华邦制药有限公司,维A酸乳膏（迪维）0.025%*15克,6920330000000 ,0,456,华联连锁药店,13.8,11.5
3464,福元药业股份有限公司,红霉素软膏10克/支*1％,6928620000000 ,0,34,华联连锁药店,1.2,1
3463,重庆华邦制药有限公司,夫坦10克（1%）,6920330000000 ,0,456,华联连锁药店,21.12,17.6
3462,重庆华邦制药有限公司,丁酸氢化可的松软膏15g,6920330000000 ,0,31,华联连锁药店,27,22.5
3461,重庆华邦制药有限公司,复方樟脑乳膏25克,6920330000000 ,0,31,华联连锁药店,30,25
3460,广东华润顺峰药业有限公司,酮康他索乳膏15克/支,6920380000000 ,0,32,华联连锁药店,36,30
3459,江西吉安三力制药有限公司,H2复方酮康唑软膏10克,6930630000000 ,0,32,华联连锁药店,18,15
3458,上海宝龙药业有限公司,复方酮康唑软膏20克,6922750000000 ,0,32,华联连锁药店,12,10
3457,滇虹药业集团股份有限公司,复方酮康唑软膏25克,6921880000000 ,0,32,华联连锁药店,10.8,9
3456,福建太平洋制药有限公司,曲安奈德益康唑乳膏24克,6922100000000 ,0,33,华联连锁药店,32.4,27
3455,中美上海施贵宝制药有限公司,复方康纳乐霜(复方曲安奈德乳膏)(禁退)15克,6902180000000 ,0,467,华联连锁药店,12,10
3454,天津太平洋制药有限公司,醋酸氟轻松软膏10克,6910440000000 ,0,467,华联连锁药店,1.8,1.5
3453,永信药品工业(昆山)有限公司,H2益富清25g,6924370000000 ,0,33,华联连锁药店,27.6,23
3452,武汉诺安药业有限公司,1#盐酸特比萘芬乳膏25g,6943010000000 ,0,32,华联连锁药店,30,25
3451,福建太平洋制药有限公司,1#酮康唑乳膏30g/支,6922100000000 ,0,32,华联连锁药店,24,20
3450,上海雷允上药业有限公司,珍菊降压片48s,6931180000000 ,0,459,华联连锁药店,14.4,12
3449,成都地奥九泓制药厂,脂必妥片0.35g*30片,6923900000000 ,0,455,华联连锁药店,10.8,9
3448,国药集团同济堂(贵州)制药有限公司,1#仙灵骨葆片0.3G*100片,6926790000000 ,0,504,华联连锁药店,76.8,64
3447,吉林福康药业股份有限公司,##蒲地蓝消炎片0.3g*48片,6937460000000 ,0,9,华联连锁药店,21.6,18
3446,吉林福康药业股份有限公司,1#复方鱼腥草片0.45克*48片,6937460000000 ,0,9,华联连锁药店,15,12.5
3445,长春海外制药集团有限公司,1#安神补脑片0.31g*12s,6924370000000 ,0,504,华联连锁药店,21.6,18
3444,江西药都仁和制药有限公司,H1湿毒清片0.5g*24片,6930400000000 ,0,32,华联连锁药店,27.6,23
3443,修正药业集团股份有限公司,清肺抑火片0.6克*24片,6925610000000 ,0,9,华联连锁药店,21.6,18
3442,李时珍医药集团有限公司,七叶神安片50mg*24片,6920760000000 ,0,504,华联连锁药店,12.6,10.5
3441,西安海欣制药有限公司,1#口腔溃疡含片0.8克*10片,6926990000000 ,0,16,华联连锁药店,19.2,16
3440,正大青春宝药业有限公司,青春宝片80*5,6901990000000 ,0,502,华联连锁药店,228,190
3439,江中药业股份有限公司,健胃消食片0.8g*32片,6903760000000 ,0,3,华联连锁药店,11.76,9.8
3438,广东华润顺峰药业有限公司,恩肤霜(丙酸氯倍他索软膏)10克,6920380000000 ,0,467,华联连锁药店,3.6,3
3437,国药集团三益药业(芜湖)有限公司,盐酸萘甲唑林滴鼻液8ml,6948160000000 ,0,458,华联连锁药店,6,5
3436,北京韩美药品有限公司,妈咪爱颗粒1g*10袋,6932720000000 ,0,23,华联连锁药店,23.4,19.5
3435,浙江京新药业股份有限公司,H1地衣芽孢杆菌活菌胶囊0.25克*18粒,6910850000000 ,0,23,华联连锁药店,30,25
3434,湖北福人药业股份有限公司,金刚藤胶囊0.5g粒12*2板,6923620000000 ,0,464,华联连锁药店,14.4,12
3433,江苏康缘药业股份有限公司,抗骨增生胶囊0.35g*100粒,6934920000000 ,0,456,华联连锁药店,40.8,34
3432,康县独一味生物制药有限公司,独一味胶囊0.3克*12粒*2板,6930300000000 ,0,456,华联连锁药店,20.4,17
3431,天津宏仁堂药业有限公司,白癜风胶囊48粒,2017070000000 ,0,467,华联连锁药店,21,17.5
3430,华润三九(南昌)药业有限公司,H2曲安奈德益康唑乳膏20克,6926720000000 ,0,33,华联连锁药店,30,25
3429,浙江康恩贝制药股份有限公司,芙宁尿素乳膏35克,6938750000000 ,0,32,华联连锁药店,10.2,8.5
3428,广东华润顺峰药业有限公司,顺峰康王乳膏(酮康他索乳膏)10克,6920380000000 ,0,32,华联连锁药店,9,7.5
3427,华润三九(南昌)药业有限公司,H2糠酸莫米松乳膏10克,6926720000000 ,0,31,华联连锁药店,9,26
3426,拜耳医药保健有限公司,美克10g,6924150000000 ,0,467,华联连锁药店,18.96,15.8
3425,葫芦岛国帝药业有限责任公司,复方醋酸氟轻松酊20ml,6922560000000 ,0,467,华联连锁药店,7.2,6
3424,浙江万晟药业有限公司,蔓迪酊60ml,2017070000000 ,0,5,华联连锁药店,166.8,139
3423,常熟市星海制药有限公司,碘酊20ml,2017070000000 ,0,36,华联连锁药店,2.04,1.7
3422,厦门美商医药有限公司,米诺地尔酊60ml,6922410000000 ,0,5,华联连锁药店,224.4,187
3421,常熟市星海制药有限公司,碘酊100ml,2017070000000 ,0,36,华联连锁药店,6.6,5.5
3420,湖北凤凰白云山药业有限公司,H2复方氢溴酸右美沙芬糖浆120ml,6932680000000 ,0,10,华联连锁药店,54,45
3419,上海强生制药有限公司,H2右美沙芬愈创甘油醚糖浆150ml,6920310000000 ,0,10,华联连锁药店,50.4,42
3418,贵州神奇药业有限公司,复方桔梗枇杷糖浆100ML,6921280000000 ,0,10,华联连锁药店,30,25
3417,哈尔滨泰华药业股份有限公司,H2右美沙芬愈创甘油醚糖浆150ml,6924090000000 ,0,10,华联连锁药店,42,35
3416,杏辉天力（杭州）药业有限公司,浓维磷糖浆500ML,6914740000000 ,0,461,华联连锁药店,10,9
3415,天大药业（珠海）有限公司,1#盐酸氨溴索糖浆100ml,6923410000000 ,0,10,华联连锁药店,27.6,23
3414,Schering-Plough Labo N.V,开瑞坦糖浆(禁退)60ml,2017070000000 ,0,305,华联连锁药店,42.6,35.5
3413,重庆华邦制药有限公司,盐酸左西替利嗪口服溶液10ml*6支/盒,6920330000000 ,0,458,华联连锁药店,27.6,23
3412,新疆华世丹药业股份有限公司,葡萄糖酸钙口服溶液(无糖型)10ml*40支/盒,6927800000000 ,0,502,华联连锁药店,84,70
3411,福元药业股份有限公司,五维他口服溶液500ml,6928620000000 ,0,502,华联连锁药店,7.8,6.5
3410,上海强生制药有限公司,美林20ml,6920310000000 ,0,458,华联连锁药店,27.96,23.3
3409,广西南宁百会药业集团有限公司,铝碳酸镁混悬液100ml:10g,6921270000000 ,0,24,华联连锁药店,31.2,26
3408,浙江普洛康裕天然药物有限公司,肌苷口服溶液20ml:0.2g*10支,6924430000000 ,0,504,华联连锁药店,8.4,7
3407,杭州老桐君制药有限公司,葡萄糖酸锌口服溶液10ml*12支,6923850000000 ,0,502,华联连锁药店,25.2,21
3406,葵花药业集团(冀州)有限公司,盐酸氨溴索口服溶液10ml:30mg*10支,692648000000 ,0,10,华联连锁药店,33.6,28
3405,上海海虹实业(集团)巢湖今辰药业有限公司,1#盐酸氨溴索口服溶液(无糖型）100ml:0.6g(无糖型）*180ml,6921310000000 ,0,10,华联连锁药店,50.04,41.7
3404,山东益康药业股份有限公司,盐酸氨溴索口服溶液10ml*12支,6938640000000 ,0,10,华联连锁药店,28.8,24
3403,杏辉天力(杭州)药业有限公司,复方愈创木酚磺酸钾口服溶液100ml,6914740000000 ,0,10,华联连锁药店,3.6,3
3402,上海美优制药有限公司,(特)复方甘草口服溶液(码)180ml,6910730000000 ,0,458,华联连锁药店,10.8,9
3401,礼来苏州制药有限公司,希刻劳干混悬剂(禁退)0.125g*6袋,2017070000000 ,0,463,华联连锁药店,25.2,21
3400,湖北科益药业股份有限公司,咪喹莫特乳膏3克：0.15克,6938400000000 ,0,456,华联连锁药店,237.6,198
3399,四川明欣药业有限责任公司,1#盐酸布替萘芬乳膏15g,6924430000000 ,0,32,华联连锁药店,21.6,18
3398,福建太平洋制药有限公司,H1曲安奈德益康唑乳膏30克,6922100000000 ,0,33,华联连锁药店,37.2,31
3397,曼秀雷敦（中国）药业有限公司,复方薄荷脑软膏28g,6917250000000 ,0,31,华联连锁药店,31.2,26
3396,广东华润顺峰药业有限公司,顺峰康霜乳膏10克,6920380000000 ,0,32,华联连锁药店,3.96,3.3
3395,宁波立华制药有限公司,丁硼乳膏65g,6908760000000 ,0,16,华联连锁药店,19.8,16.5
3394,成都迪康药业有限公司,林可霉素维B6乳膏20克,6938270000000 ,0,467,华联连锁药店,30,25
3393,天津金耀药业有限公司,尤卓尔10克,6936040000000 ,0,31,华联连锁药店,16.32,13.6
3392,上海宝龙药业有限公司,复方酮康唑软膏7g,6922750000000 ,0,32,华联连锁药店,4.2,3.5
3391,北镇市山庆制药有限公司,双唑泰软膏4克*4支,6921580000000 ,0,313,华联连锁药店,52.8,44
3390,永信药品工业(昆山）有限公司,2#益富清软膏15克,6924370000000 ,0,33,华联连锁药店,17.4,14.5
3389,浙江奥托康制药集团股份有限公司,胃炎干糖浆（庆大霉素普鲁卡因维B12颗粒）5g*20袋,6916370000000 ,0,457,华联连锁药店,4.92,4.1
3388,广州白云山医药集团股份有限公司白云山何济公制药厂,阿咖酚散100包/盒,6942110000000 ,0,17,华联连锁药店,12,10
3387,江西红星药业有限公司,葡萄糖粉剂500g/袋,6921300000000 ,0,503,华联连锁药店,6,5
3386,西安杨森制药有限公司,达克宁散20G,6922150000000 ,0,33,华联连锁药店,20.4,17
3385,先声药业有限公司,必奇散剂(蒙脱石散)(码)3g*15袋,6920210000000 ,0,21,华联连锁药店,27.6,23
3384,博福-益普生(天津）制药有限公司,思密达散剂(码）3g*10袋,6932830000000 ,0,21,华联连锁药店,25.8,21.5
3383,博福-益普生(天津）制药有限公司,思密达散剂(草莓味）(码)3g*10袋,6932830000000 ,0,21,华联连锁药店,25.8,21.5
3382,浙江医药股份有限公司新昌制药厂,维生素E软胶囊100mg*30粒,6905810000000 ,0,502,华联连锁药店,20,18
3381,南通华山药业有限公司,来益胶囊(瓶）30粒,6905810000000 ,0,502,华联连锁药店,34.8,20
3380,南通华山药业有限公司,法能胶囊(码）0.25μg*20粒,6918200000000 ,0,465,华联连锁药店,34.8,29
3379,山东省惠诺药业有限公司,奥美拉唑肠溶胶囊20mg*16粒/瓶/盒,6924650000000 ,0,457,华联连锁药店,33.6,28
3378,海南普利制药股份有限公司,诺福丁0.1g*8粒,6912110000000 ,0,460,华联连锁药店,17.4,15
3377,正大天晴药业集团股份有限公司,天晴甘平胶囊  禁退50mg*63粒/瓶,6922100000000 ,0,457,华联连锁药店,76.8,64
3376,浙江华润三九众益制药有限公司,阿奇霉素肠溶胶囊0.25克*6粒/板,6940850000000 ,0,463,华联连锁药店,46.8,39
3375,北京九和药业有限公司,切诺12粒/盒,6938350000000 ,0,458,华联连锁药店,46.8,39
3374,国药控股星鲨制药（厦门）有限公司,维生素D滴剂12粒*2板/盒,6912280000000 ,0,502,华联连锁药店,40.8,34
3373,四川绿叶制药股份有限公司,贝希50mg*30s,6933600000000 ,0,465,华联连锁药店,51.6,43
3372,上海上药信谊药厂有限公司,辅酶Q10胶囊10mg*60粒,2017070000000 ,0,459,华联连锁药店,13.2,11
3371,修正药业集团股份有限公司,H3维U颠茄铝胶囊18粒,6925610000000 ,0,22,华联连锁药店,47.76,39.8
3370,烟台只楚药业有限公司,愈美胶囊(Ⅰ)12粒/板*2板,2017070000000 ,0,10,华联连锁药店,38.4,32
3369,海南海神同洲制药有限公司,H2维生素E软胶囊0.1g*100粒,6934400000000 ,0,502,华联连锁药店,153.6,128
3368,山东华鲁制药有限公司,H2爱捷康20粒/盒,6923840000000 ,0,9,华联连锁药店,38.4,32
3367,吉林万通药业有限公司,维生素E软胶囊100mg*160粒/瓶,6942660000000 ,0,502,华联连锁药店,153.6,128
3366,珠海润都制药股份有限公司,双氯芬酸钠缓释胶囊50mg*10粒/板/盒,6926320000000 ,0,460,华联连锁药店,11.4,9.5
3365,上海信谊延安药业有限公司,泰尔丝(禁退)10mg*20粒,6936450000000 ,0,467,华联连锁药店,42,35
3364,浙江花园药业有限公司,罗红霉素胶囊150mg*12粒,6922550000000 ,0,463,华联连锁药店,30,25
3363,威特(湖南)药业有限公司,盐酸伐昔洛韦胶囊0.15g*6粒/板*1板,6936660000000 ,0,467,华联连锁药店,30,25
3362,海南普利制药股份有限公司,盐酸左氧氟沙星胶囊0.1克*20粒,6912110000000 ,0,463,华联连锁药店,33.6,28
3361,吉林紫鑫药业股份有限公司,H2人工牛黄甲硝唑胶囊20粒,6931420000000 ,0,461,华联连锁药店,18,25
3360,江西新赣江药业有限公司,H1复方银翘氨敏胶囊15粒,6931450000000 ,0,9,华联连锁药店,20,18
3359,国药集团威奇达药业有限公司,阿莫西林胶囊0.25克*20粒,6935950000000 ,0,463,华联连锁药店,18,15
3358,修正药业集团股份有限公司,复方氨酚烷胺胶囊12粒,6925610000000 ,0,9,华联连锁药店,14.4,18
3357,正大天晴药业集团股份有限公司,名正阿德福韦酯胶囊(禁退)10MG*30粒,6922100000000 ,0,457,华联连锁药店,192,162
3356,江西药都仁和制药有限公司,H2人工牛黄甲硝唑胶囊24粒,6930400000000 ,0,461,华联连锁药店,18,15
3355,江苏美通制药有限公司,H2复合乳酸菌胶囊0.33g*12粒,6931860000000 ,0,21,华联连锁药店,39.6,33
3354,赛诺菲（北京）制药有限公司,易善复胶囊(多烯磷脂酰胆碱胶囊)(禁退)228mg*36粒,6955210000000 ,0,504,华联连锁药店,79.2,70
3353,葵花药业集团(唐山)生物制药有限公司,人工牛黄甲硝唑胶囊12粒*2板,694367000000 ,0,461,华联连锁药店,21.6,18
3352,北京康必得药业有限公司,盐酸氨基葡萄糖胶囊0.24g*180粒,6907490000000 ,0,20,华联连锁药店,348,290
3351,江西铜鼓仁和制药有限公司,H1颈康胶囊0.31g*24粒,6932340000000 ,0,461,华联连锁药店,33.6,28
3350,北京京丰制药集团有限公司,诺氟沙星胶囊(码）0.1g*24粒,6937830000000 ,0,463,华联连锁药店,3.6,3
3349,西安杨森制药有限公司,易蒙停2mg*12s,6922150000000 ,0,457,华联连锁药店,11.4,9.5
3348,浙江亚峰药厂有限公司,2#快克胶囊(复方氨酚烷胺胶囊)16粒,6920550000000 ,0,9,华联连锁药店,20.4,17
3347,上海美优制药有限公司,头孢拉定胶囊250mg*24粒,6910730000000 ,0,463,华联连锁药店,5.4,4.5
3346,金日制药(中国)有限公司,头孢拉定胶囊0.25g*24粒,6916500000000 ,0,463,华联连锁药店,8.4,7
3345,西安杨森制药有限公司,斯皮仁诺胶囊(伊曲康唑胶囊)(禁退)100mg*14粒,6922150000000 ,0,463,华联连锁药店,153.6,128
3344,金日制药(中国)有限公司,1#头孢克肟胶囊100mg*12粒,6916500000000 ,0,463,华联连锁药店,39.6,33
3343,浙江诚意药业股份有限公司,H2盐酸氨基葡萄糖胶囊0.24g*90粒,6920040000000 ,0,20,华联连锁药店,189.6,158
3342,中美天津史克制药有限公司,H1芬必得胶囊(布洛芬缓释胶囊)400mg*24粒,6913990000000 ,0,9,华联连锁药店,30,25
3341,大同市利群药业有限责任公司,1#氨酚烷胺那敏胶囊30粒,6905070000000 ,0,9,华联连锁药店,30,25
3340,济川药业集团有限公司,雷贝拉唑钠肠溶胶囊20mg*7粒,6952760000000 ,0,457,华联连锁药店,69.6,58
3339,青岛双鲸药业有限公司,H2维生素D滴剂400单位*24粒,6920990000000 ,0,502,华联连锁药店,45.6,38
3338,浙江迪耳药业有限公司,1#复方氨酚烷胺胶囊10s*2板,6921190000000 ,0,9,华联连锁药店,18,15
3337,四川彩虹制药有限公司,1#复方银翘氨敏胶囊24粒,6931380000000 ,0,9,华联连锁药店,31.2,26
3336,江西新赣江药业有限公司,1#复方银翘氨敏胶囊20粒,6931450000000 ,0,9,华联连锁药店,26,24
3335,浙江京新药业股份有限公司,1#奥美拉唑肠溶胶囊(码)20mg*14粒,6910850000000 ,0,457,华联连锁药店,18,15
3334,西安利君制药有限责任公司,1#酮洛芬肠溶胶囊25mg*24s,6909560000000 ,0,460,华联连锁药店,31.2,26
3333,浙江海力生制药有限公司,贝特令(维生素AD滴剂)0.4g*24粒,6908460000000 ,0,502,华联连锁药店,22.8,19
3332,晋城海斯制药有限公司,贝飞达胶囊(双歧杆菌三联活菌肠溶胶囊)210mg*24粒,6922310000000 ,0,21,华联连锁药店,31.2,26
3331,山西同达药业有限公司,1#复方氨酚烷胺胶囊16粒,6933290000000 ,0,9,华联连锁药店,19.2,16
3330,吉林敖东集团大连药业股份有限公司,1#复方氨酚烷胺胶囊12粒,6931890000000 ,0,9,华联连锁药店,11.76,9.8
3329,浙江康恩贝制药股份有限公司,善得康胶囊(盐酸雷尼替丁胶囊)0.15g*30粒,6938750000000 ,0,22,华联连锁药店,7.8,7
3328,宁波双伟制药有限公司,新速效伤风胶囊6粒,6934370000000 ,0,9,华联连锁药店,1.2,1
3327,浙江康恩贝制药股份有限公司,氨咖黄敏胶囊12粒,6938750000000 ,0,9,华联连锁药店,1.08,0.9
3326,广东星昊药业有限公司,H1复方消化酶胶囊10粒,6922300000000 ,0,24,华联连锁药店,25.2,21
3325,西安杨森制药有限公司,西比灵胶囊(盐酸氟桂利嗪胶囊)5mg*20粒,6922150000000 ,0,461,华联连锁药店,28.56,23.8
3324,南京长澳制药有限公司,2#澳芬胶囊(双氯芬酸钠缓释胶囊 )50mg*24粒,6924260000000 ,0,460,华联连锁药店,13.2,11
3323,杭州康恩贝制药有限公司,必坦胶囊0.2mg*7粒,6938750000000 ,0,465,华联连锁药店,28.8,24
3322,苏州第三制药厂有限责任公司,苏川平(禁退)20粒,6922270000000 ,0,458,华联连锁药店,16.8,14
3321,北京诺华制药有限公司,代文胶囊(缬沙坦胶囊)(禁退)80mg*7粒,2017070000000 ,0,459,华联连锁药店,45.36,37.8
3320,北京诺华制药有限公司,来适可胶囊(氟伐他汀钠胶囊)(禁退)40mg*7粒,2017070000000 ,0,455,华联连锁药店,34.8,29
3319,南京易亨制药有限公司,双氯芬酸钠缓释胶囊50mg*24s,6937910000000 ,0,460,华联连锁药店,12,10
3318,悦康药业集团有限公司,1#立卫克20mg*14粒,6938230000000 ,0,457,华联连锁药店,12,10
3317,先声药业有限公司,H2英太青胶囊(双氯芬酸钠缓释胶囊)50mg*30s,6920210000000 ,0,460,华联连锁药店,34.08,28.4
3316,天津武田药品有限公司,达克普隆胶囊(兰索拉唑肠溶胶囊)(禁退)30mg*14粒,2017070000000 ,0,457,华联连锁药店,153.6,128
3315,安斯泰来制药(中国)有限公司,哈乐胶囊(码）(禁退)0.2mg*10s,6922110000000 ,0,465,华联连锁药店,74.4,62
3314,杭州中美华东制药有限公司,泮立苏胶囊(泮托拉唑钠肠溶胶囊)(禁退)40mg*7粒,6900230000000 ,0,457,华联连锁药店,45.6,38
3313,杭州康恩贝制药有限公司,唐贝克胶囊(格列吡嗪缓释胶囊)(禁退)10mg*14粒,6938750000000 ,0,465,华联连锁药店,31.8,26.5
3312,卫材(中国)药业有限公司,施维舒胶囊(码）禁退50mg*20粒,6924500000000 ,0,457,华联连锁药店,32.4,27
3311,上海美优制药有限公司,奥美拉唑肠溶胶囊(码）20mg*14粒,6910730000000 ,0,457,华联连锁药店,9.6,8
3310,第一三共制药(上海)有限公司,阿斯美(禁退)60粒,2017070000000 ,0,458,华联连锁药店,49.2,41
3309,无锡凯西药业有限公司,三乐喜胶囊(茴拉西坦胶囊)0.1g*30粒,6902240000000 ,0,461,华联连锁药店,16.8,14
3308,重庆华邦制药有限公司,方希(阿维A)胶囊10mg*30粒,6920330000000 ,0,467,华联连锁药店,57,47.5
3307,常州四药制药有限公司,缬克胶囊(禁退)80mg*7s,6902710000000 ,0,459,华联连锁药店,18.96,16
3306,永信药品工业（昆山）有限公司,1#非言胶囊(码)50mg*14粒,6924370000000 ,0,460,华联连锁药店,15.6,13
3305,石药集团欧意药业有限公司,欧莱宁胶囊0.4g*24s,6916120000000 ,0,461,华联连锁药店,97.8,81.5
3304,广东人人康药业有限公司,1#美洛昔康胶囊7.5mg*10粒,6916780000000 ,0,460,华联连锁药店,16.8,14
3303,北京万生药业有限责任公司,氯沙坦钾胶囊(禁退)50mg*7s,6942720000000 ,0,459,华联连锁药店,23.4,19.5
3302,宁波立华制药有限公司,帕夫林胶囊(白芍总苷胶囊)(禁退)0.3g*36粒,6908760000000 ,0,460,华联连锁药店,49.2,41
3301,齐鲁制药有限公司,胞磷胆碱钠胶囊0.1克*12粒,6915800000000 ,0,461,华联连锁药店,22.8,20
3300,上海强生制药有限公司,艾畅婴幼儿感冒滴剂(码）15ml,6920310000000 ,0,458,华联连锁药店,18,15
3299,澳诺（中国）制药有限公司,1#葡萄糖酸钙锌口服溶液10ml*24支,6923680000000 ,0,502,华联连锁药店,59.4,49.5
3298,常州四药制药有限公司,2#盐酸氨溴索口服溶液(码)0.6g*100Ml,6902710000000 ,0,10,华联连锁药店,28.8,24
3297,天大药业(珠海）有限公司,2#布洛芬混悬液100ml,6923410000000 ,0,9,华联连锁药店,19.8,16.5
3296,宁波天真制药有限公司,天真葡萄糖酸钙口服溶液10ml*10支,6930650000000 ,0,502,华联连锁药店,16.8,14
3295,济川药业集团有限公司,同笑口服液(赖氨肌醇维B12口服溶液)100ml,6952760000000 ,0,502,华联连锁药店,25.8,21.5
3294,深圳南粤药业有限公司,口泰含漱液(复方氯已定含漱液)200ml,6921180000000 ,0,16,华联连锁药店,18.6,15.5
3293,华润三九(南昌)药业有限公司,1#盐酸氨溴索口服液100ml:0.6g,6926720000000 ,0,10,华联连锁药店,28.8,24
3292,江苏恒瑞医药股份有限公司,贝莱口服液100Ml*0.6G,6923340000000 ,0,10,华联连锁药店,18,15
3291,长春精优药业股份有限公司,转移因子口服溶液(禁退)10ml*6支,6939470000000 ,0,463,华联连锁药店,26.4,22
3290,长春海外制药集团有限公司,转移因子口服溶液10ml*6支,6924370000000 ,0,463,华联连锁药店,18,15
3289,扬州一洋制药有限公司,安达溶液15ml:1.5g,6922200000000 ,0,457,华联连锁药店,28.2,23.5
3288,北京韩美药品有限公司,易坦静口服液60ml,2017070000000 ,0,26,华联连锁药店,28.2,23.5
3287,吉林万通药业集团梅河药业股份有限公司,小儿氨酚烷胺颗粒6克/袋*12袋/盒,6932070000000 ,0,26,华联连锁药店,30,25
3286,浙江仙琚制药股份有限公司,谱乐益2g*6袋,6923700000000 ,0,502,华联连锁药店,40.8,34
3285,北京康远制药有限公司,H2碳酸钙D3颗粒（精朗迪）1.5克*28袋,6937670000000 ,0,502,华联连锁药店,105.6,88
3284,北京康远制药有限公司,H2碳酸钙D3颗粒（精朗迪）1.5克*18袋,6937670000000 ,0,502,华联连锁药店,69.6,58
3283,湖南方盛制药股份有限公司,H2赖氨酸维B12颗粒10g*9袋,6931340000000 ,0,502,华联连锁药店,33.6,28
3282,湖南安信制药有限公司,H2葡萄糖酸锌颗粒10g*10袋,6947160000000 ,0,502,华联连锁药店,30,25
3281,江西药都樟树制药有限公司,H1小儿氨酚黄那敏颗粒3克*10袋,6937800000000 ,0,26,华联连锁药店,18,15
3280,北京康远制药有限公司,1#碳酸钙D3颗粒3g*10袋,6937670000000 ,0,502,华联连锁药店,45.6,38
3279,浙江远力健药业有限责任公司,利巴韦林泡腾颗粒0.05g*18袋,6903560000000 ,0,463,华联连锁药店,18,15
3278,广州白云山制药股份有限公司广州白云山制药总厂,1#世福素颗粒(码）50mg*8代,6902400000000 ,0,463,华联连锁药店,42,35
3277,江西铜鼓仁和制药有限公司,1#小儿氨酚烷胺颗粒(优卡丹)6g*16袋,6930460000000 ,0,26,华联连锁药店,19.2,16
3276,先声药业有限公司,2#再林0.125g*18袋,6920210000000 ,0,26,华联连锁药店,15,12.5
